,p.HS1,p.S1H,p.S1S2,p.HD,rr.S1,rr.S2,c.H,c.S1,c.S2,c.Trt,u.H,u.S1,u.S2,u.Trt,Cost_NoTrt,Cost_Trt,QALY_NoTrt,QALY_Trt,ICER
1,0.132644039,0.531741313,0.089134671,0.004431341,2.969108402,9.903415678,2170.835016,3873.121735,15935.29568,14028.39514,0.985967218,0.785266949,0.498572307,0.96253182,74649.94115,142611.5649,16.54128345,17.01122759,144616.3861
2,0.15534214,0.518828494,0.081975014,0.008148574,3.007214365,9.923471378,2163.89894,3949.849764,14607.52946,11758.61136,0.981667204,0.77863948,0.512771213,0.945199742,63144.36839,117091.8054,15.15116271,15.62646851,113500.4801
3,0.126950454,0.430010175,0.100734851,0.003832597,3.043876861,9.934149468,1774.123042,3976.4456,16038.13062,11006.86323,0.985691528,0.760825511,0.513899203,0.963682629,78149.12284,139235.5768,16.3002735,16.86905352,107399.0872
4,0.159728969,0.48806497,0.101851727,0.004571541,3.029781031,10.06008011,1969.947357,3675.899215,13822.83704,13457.13115,0.991735866,0.740387724,0.456482211,0.958347136,74282.37058,152965.0596,15.57035251,16.2248958,120210.0616
5,0.127363574,0.514016407,0.118731395,0.004233755,3.004224091,10.10386699,2109.95716,3597.429887,16164.36408,13002.46356,0.988524338,0.742628734,0.45536812,0.964193405,80552.8788,147614.918,16.03485704,16.57329475,124549.2991
6,0.164658409,0.499684263,0.095313886,0.004715642,3.010634617,9.733054213,1954.717379,4333.354878,14829.75102,11696.45801,0.987808482,0.760070401,0.471123699,0.956070263,77614.71316,145531.3399,15.66981101,16.27349799,112503.0504
7,0.172972895,0.508777365,0.103120982,0.006943154,2.99063735,10.01358238,2058.258444,3736.039381,15156.4735,11892.67164,0.995519348,0.776176032,0.51820063,0.971594392,71819.97073,136062.6777,15.02506813,15.60264435,111228.1017
8,0.141429725,0.437467249,0.123636957,0.004905134,2.959232351,10.17178566,1892.297068,4100.107152,16326.08002,10898.23266,0.993248031,0.722161322,0.438912784,0.936017634,83995.54584,147301.9027,15.16740257,15.75172122,108342.1815
9,0.204220761,0.446682584,0.099816564,0.005641913,3.037718075,10.22205838,2453.796823,4380.746468,14505.28472,12590.17086,0.985338778,0.747511757,0.483254616,0.986041211,86125.1914,169701.8123,14.48653031,15.33271763,98768.46299
10,0.16158822,0.449439931,0.111360555,0.004581246,2.991432392,10.18310482,1881.626076,4253.300478,14282.91547,10576.76606,0.994408379,0.735545518,0.540898196,0.937141025,80046.15231,145768.1174,15.51589466,16.13058504,106918.8114
11,0.132785933,0.494922515,0.11571573,0.002921207,3.026472523,10.13518701,1822.616241,3847.840927,15454.71164,11971.59129,0.996907391,0.767481122,0.432051301,0.953652429,82764.06456,151974.313,16.4401171,16.92874603,141641.7341
12,0.187323403,0.562293671,0.094707306,0.00406046,2.95130725,9.962310522,1755.947946,3309.426881,15287.76502,13311.48846,0.991734631,0.753275914,0.526493821,0.928580983,76613.00069,158085.6756,15.98410095,16.54416365,145470.6321
13,0.148717996,0.495885029,0.104853191,0.00516236,2.958634254,9.876358649,2126.419973,4082.530467,15067.85841,15354.40024,0.987761884,0.764957299,0.495073631,0.917601644,77445.60735,160840.4148,15.68484854,16.1120469,195213.316
14,0.149537066,0.559992084,0.096204334,0.005212214,3.028856945,10.03516729,1752.801558,3635.310181,13899.09809,12929.65898,0.997413977,0.74277919,0.46868121,0.947676619,64439.56616,129113.1945,15.97863203,16.53243815,116780.2703
15,0.180333879,0.546314746,0.071732254,0.005546284,3.027362098,10.49285889,1799.303604,3852.534181,13273.13306,12127.59499,0.981969704,0.747603435,0.521525263,0.918988373,61847.32671,126376.7992,15.7409071,16.30787886,113814.2616
16,0.175875635,0.459122156,0.109216657,0.005331704,3.022360429,9.994671928,1773.432147,4682.81475,13545.6255,13317.62706,0.99346496,0.739850739,0.510453651,0.947259426,76323.53416,159277.2207,15.03354901,15.68695597,126955.6219
17,0.168107054,0.538107338,0.106552023,0.006256667,3.016300125,10.10631099,1882.924813,3709.696872,15796.34316,10110.11576,0.988997436,0.740272984,0.447590768,0.941401907,72639.48653,126726.9753,14.98105318,15.55103305,94893.68242
18,0.179413217,0.445289485,0.08733954,0.005159864,2.97068716,9.687717602,1958.635994,3635.798598,17713.21489,11252.50973,0.995246861,0.72971804,0.441679461,0.984489755,83964.4796,154207.5574,15.16750933,16.05534178,79117.49283
19,0.1744964,0.488007721,0.103731712,0.003962034,3.011531981,9.591820696,2205.633735,3949.23006,14998.08639,12122.60939,0.992147062,0.741900601,0.494160044,0.909068976,87555.21217,165753.1905,15.66969885,16.20206294,146888.1546
20,0.152147834,0.543641782,0.109233456,0.005702059,2.993228209,9.945817155,2085.789015,4609.496477,15091.19832,13005.17597,0.985013514,0.741554343,0.519374266,0.992757529,76039.38577,143210.5632,15.516679,16.18372812,100698.9978
21,0.09448425,0.54154114,0.108281379,0.003941225,2.934128325,10.08643444,2191.490126,3656.430762,15397.50366,11502.96981,0.993438101,0.739146674,0.494170001,0.993651776,70754.39297,116763.0888,17.12003709,17.62230038,91602.74429
22,0.168963788,0.455035345,0.116677982,0.00538321,3.027899311,9.954646519,1849.536158,3445.412289,13427.36272,12148.12336,0.993602413,0.770825107,0.505318072,0.960316955,73430.71005,148320.303,15.07227242,15.64389587,131012.1085
23,0.148399915,0.587007361,0.106025282,0.004477907,3.046653267,9.765154687,2048.480209,3624.677353,14413.04773,12029.02062,0.996867758,0.754792287,0.489314068,0.934996444,73280.71921,135383.2525,16.24343724,16.70957561,133227.6792
24,0.145589248,0.462530747,0.088580965,0.005723209,3.028584892,10.08082428,2162.876115,3515.748569,15372.04403,13907.93402,0.993991895,0.756987196,0.528626347,0.987784932,71811.1928,144224.9551,15.80828247,16.49273693,105797.7799
25,0.109377125,0.488644478,0.118032859,0.007150587,3.039251714,9.742370261,2018.854087,4069.411115,15110.99897,12538.27114,0.999389285,0.750127907,0.510489471,0.911349244,65489.02216,117437.4802,15.76359492,16.10895877,150416.6036
26,0.136686891,0.433965746,0.117811272,0.00417399,2.965639773,10.1294533,2547.005742,4130.73903,16031.8057,12559.32002,0.985980346,0.761084944,0.512285881,0.972017166,92590.5405,166428.015,15.8023615,16.38591538,126530.6886
27,0.162463951,0.417955163,0.093322164,0.006281609,3.033935543,10.1244897,1896.670138,3636.244716,15342.78768,13711.17044,0.997552755,0.742387682,0.527923861,0.982318256,71946.18819,150811.8421,15.11703762,15.89486634,101392.0569
28,0.197177402,0.494834248,0.097707239,0.004449607,3.019354079,10.0200611,1818.139866,3976.389354,13768.0815,13211.82646,0.989561254,0.76911564,0.546997741,0.939238844,77875.34092,165187.5369,15.53438327,16.11836499,149511.8654
29,0.147079562,0.479932309,0.096236479,0.004878765,3.018149478,9.926843944,1975.991131,4179.007413,16969.50733,11818.47979,0.987430008,0.718629282,0.487128435,0.969063979,80096.20831,144538.4602,15.70540085,16.43374781,88477.40917
30,0.161520805,0.448054343,0.111027993,0.005320211,2.975081549,10.36539499,1846.866456,3746.32728,16912.68609,13513.9314,0.990469902,0.730262345,0.548156363,0.956199582,82438.72533,163061.3707,15.22005085,15.9016234,118289.1614
31,0.148465895,0.470941394,0.110449342,0.005016455,2.935994459,9.815495951,1722.117538,3901.731934,16257.41899,10913.5845,0.994118681,0.765162825,0.521922257,0.982578694,78168.24791,140037.4567,15.72435214,16.33878849,100692.6246
32,0.138415091,0.397616263,0.103209412,0.003264905,2.989978827,10.35248736,1691.112521,3907.288558,14084.07217,10596.18286,0.992479448,0.739560827,0.504665629,0.960123889,78066.2026,144714.8346,16.12981161,16.80953864,98052.05467
33,0.138982902,0.499889503,0.111870166,0.00279883,3.006314033,9.626058474,1983.541901,4035.161325,14818.89202,10180.33557,0.998633443,0.74233487,0.481842548,0.939398398,84753.67438,145436.6273,16.5786413,17.11577482,112975.5455
34,0.148309525,0.53158706,0.114623937,0.004009904,3.011164941,9.951823494,2001.52381,4404.806943,15783.32044,15264.38173,0.996643852,0.746964578,0.514160036,0.980978536,84130.50796,170463.6739,16.15055262,16.77740985,137723.8097
35,0.186331104,0.447809988,0.096004719,0.00750908,3.020466796,9.985263384,2066.029592,4020.396595,15010.30144,8872.892496,0.981870078,0.759811171,0.479274196,0.904108611,72597.87146,123825.4108,14.25635326,14.73284284,107510.3026
36,0.145344773,0.48594496,0.10431845,0.005549335,2.983175264,10.14484561,1858.732747,3891.445392,15307.97071,10684.07475,0.985079749,0.762830119,0.511813894,0.959830646,72060.23464,128373.1819,15.58041634,16.12605193,103206.1469
37,0.142869525,0.462021254,0.100182092,0.004382542,2.992731071,9.891062175,1992.381923,3917.12901,14960.67241,12275.52008,0.991822244,0.745301255,0.488101759,0.946280738,77306.56994,146499.7756,15.94669291,16.52961102,118701.4177
38,0.171555567,0.60094394,0.112169938,0.003797553,3.027165925,10.07254574,2149.344902,4268.955607,15351.70319,12468.68979,0.984253401,0.76585734,0.428505623,0.956992909,86126.58739,159416.1074,15.75691132,16.29084931,137262.2332
39,0.166888408,0.534123323,0.103613436,0.005726401,2.998328943,10.15433416,1538.234414,4255.329912,15510.8237,12255.43926,0.98196039,0.744514268,0.451687571,0.973700273,70584.00315,137359.8159,15.12620564,15.78689167,101070.4177
40,0.130948772,0.401301295,0.115644946,0.004224416,2.969474546,9.980693253,2011.171816,4116.963655,13602.00147,13476.51875,0.996832412,0.735644447,0.498751184,0.948344677,78284.07921,157798.6378,15.81643823,16.41302315,133282.8825
41,0.130438923,0.524927175,0.094601314,0.006085049,3.006166,10.30355446,1779.244435,3751.854594,13692.67735,13932.91393,0.981395983,0.765469835,0.484209734,0.91207244,59833.86383,122384.3344,15.81956219,16.1895843,169045.2224
42,0.160806346,0.525877098,0.112792999,0.009810161,2.971988872,9.846688266,2309.884701,3513.540799,14529.12652,12072.45213,0.989875166,0.783849637,0.492891647,0.916196085,64441.26808,119796.9595,14.26403013,14.60569326,162018.3318
43,0.174020851,0.475819022,0.09721735,0.003705834,2.976190734,9.969301009,2138.63992,4067.789888,14733.76931,11727.66076,0.999389269,0.768604809,0.467763818,0.931050853,85758.11124,161811.0024,15.90249335,16.43865261,141847.5761
44,0.146810093,0.513318031,0.109891318,0.002012256,2.948194593,10.03579155,2153.961689,4045.97853,13539.65834,12868.16285,0.999217827,0.730559898,0.534765915,0.977653432,86829.81676,168334.9553,16.96134854,17.66381684,116026.7861
45,0.178027418,0.483953516,0.123317213,0.005435232,2.967742043,10.03768248,1800.914567,3769.088321,14682.45001,12106.92333,0.98985197,0.745380706,0.461987137,0.958537927,79068.70759,154539.4953,14.67691917,15.30955517,119295.7529
46,0.161845068,0.452158189,0.102669723,0.005649641,2.983551711,10.14557097,1852.876466,4253.260213,15216.08556,13260.40663,0.999782417,0.72511647,0.467722299,0.952807239,76091.84131,152944.5486,15.13037397,15.82922524,109970.0473
47,0.133036749,0.50233974,0.105520353,0.003669115,3.037250429,9.959329032,1766.307932,4068.04868,16594.15437,13943.9722,0.98387446,0.761041019,0.532172974,0.963331339,79717.06068,154999.9743,16.45576454,16.99144777,140536.2529
48,0.160084617,0.461404495,0.109898834,0.004947384,3.029250392,9.91985026,2016.625476,3993.733755,14027.62636,12121.86869,0.997968747,0.767921668,0.46492074,0.952533155,77804.14485,150523.3159,15.40097062,15.95297416,131736.7854
49,0.118901693,0.532373026,0.109099015,0.005061731,3.021948187,10.14353604,2014.925391,4074.03721,14235.18816,10589.78616,0.982323285,0.759286325,0.475391324,0.948623531,68365.95277,116300.2132,16.12320761,16.55898161,109997.9808
50,0.200534832,0.483410429,0.10148933,0.003919838,2.955067228,9.79414447,1969.464739,3882.769944,15767.90756,13929.14769,0.99710454,0.749502092,0.454217647,0.950105652,90924.06538,188585.3468,15.29618489,15.99688913,139375.8962
51,0.139726315,0.506911948,0.099372597,0.005543675,2.966045885,9.736314653,2059.247258,3756.151597,14645.18453,12786.55824,0.981628517,0.764971374,0.531772233,0.963665713,70573.20264,134715.4304,15.84167941,16.3747984,120315.031
52,0.121248009,0.505888168,0.09970194,0.006536011,2.995988143,10.07087367,2012.525756,3984.499484,15322.57707,12823.88954,0.998751898,0.745078218,0.498331629,0.920598188,65681.20269,121140.5809,15.93728486,16.3578084,131881.7422
53,0.167314111,0.514512931,0.100339424,0.006336958,2.969367736,10.03901214,1990.201665,3838.47276,17312.02135,11047.352,0.989981724,0.731119504,0.452215918,0.961803379,77219.64717,136691.7298,14.99500207,15.67268441,87758.05252
54,0.146171217,0.455713354,0.106290111,0.006348674,2.980560364,10.15096156,1902.241823,3886.531145,15335.81023,14198.62667,0.995849555,0.755451487,0.546887154,0.94448572,71415.49252,146234.0063,15.38368747,15.91462046,140918.9405
55,0.148879964,0.44160832,0.09268458,0.006569237,2.982186536,10.26307101,2088.676757,4373.313523,13177.739,11794.43374,0.998154811,0.730532117,0.500137923,0.976365143,67573.44593,129237.9775,15.2649377,16.00070427,83809.9119
56,0.171310046,0.468783804,0.113485958,0.007055735,2.997171667,10.31370288,1992.386438,4439.294108,14610.82438,13230.12587,0.981926209,0.767254116,0.486571611,0.965638652,73804.30881,147792.2394,14.42316353,15.00771647,126571.8227
57,0.15080348,0.426418302,0.109970696,0.006908248,3.027875735,10.04648183,2274.383233,4032.036953,14146.79891,10378.86828,0.996653198,0.731032668,0.486227887,0.953142205,73706.55683,130089.5275,14.752668,15.39326537,88016.23878
58,0.129465398,0.464719339,0.100594092,0.005189824,2.987193157,9.992814413,1899.21771,3665.504518,15115.89152,13111.15826,0.992322131,0.75239731,0.542797213,0.975944926,70219.8405,136449.1547,16.07848208,16.67568642,110898.917
59,0.155494623,0.488772553,0.094055142,0.005022801,3.025985205,10.05866232,1908.438675,4060.050582,14514.41289,11643.55436,0.989414513,0.753836827,0.454018363,0.945725332,72483.75252,136858.2628,15.63305394,16.20832354,111903.2017
60,0.202040802,0.51004592,0.116488829,0.005421591,3.054201315,10.01269111,1961.606369,3962.948147,16616.9855,13685.61068,0.991478753,0.730162178,0.492439806,0.917844375,88768.21159,177621.4432,14.60348049,15.19957215,149059.6808
61,0.154445409,0.466971714,0.111416859,0.008191938,3.007206641,9.666988565,1678.693186,4185.200679,15384.09055,11762.07838,0.978883205,0.722933535,0.521666357,0.958496191,66249.79839,125702.9509,14.36491436,15.01021765,92132.10894
62,0.16427897,0.528102516,0.123675115,0.005633466,3.076142951,9.896868486,1815.610341,3990.216717,15200.82206,12540.18651,0.986680939,0.746155438,0.509671525,0.937955859,76956.37816,147960.4709,15.09471322,15.61479462,136524.9584
63,0.130372229,0.507543302,0.113720134,0.006922564,3.020397016,9.917013815,2102.413885,4360.238034,16127.48484,11262.32768,0.993313857,0.754956432,0.476017324,0.965436173,72266.52236,123959.3807,15.38563751,15.89145038,102197.5949
64,0.168662282,0.592016925,0.105288894,0.008227975,2.989311937,9.835482716,2092.112701,4388.29189,14345.77243,13003.70427,0.999230365,0.756310945,0.50956136,0.959696904,66227.45916,127429.9425,14.95239376,15.48787153,114295.0978
65,0.124262956,0.481558066,0.119599336,0.003665711,3.017199387,9.612175848,2027.684451,4258.418757,15552.08229,10463.6963,0.989785007,0.748223041,0.493739459,0.957028881,83343.55573,140419.8572,16.31315238,16.83256615,109886
66,0.115459634,0.47063013,0.122934003,0.004711433,3.028225833,10.39664677,1935.197969,3633.266014,15009.00956,13250.02489,0.995611154,0.773284878,0.531774189,0.930167498,72833.76619,138093.0161,16.26819245,16.63399032,178402.4863
67,0.158570192,0.443439591,0.087863507,0.005189977,3.063853166,10.19166638,1821.918769,4346.047206,15107.54934,12490.96139,0.973591062,0.733346214,0.485423627,0.955681178,73799.68898,145457.6796,15.28220177,16.00030082,99788.44986
68,0.137640099,0.509610199,0.093865094,0.007665851,3.007321789,10.02204642,1807.90927,4186.487908,15728.58983,12120.26995,0.999233176,0.746782086,0.477144835,0.976615549,62645.11959,116419.4975,15.40150061,15.99708427,90288.53838
69,0.150031648,0.468983084,0.119078662,0.002303845,2.959678116,10.10017965,2219.005515,3949.402021,15466.84643,10848.37694,0.99930647,0.775239695,0.463746853,0.973115501,97991.72869,170988.2058,16.39451276,16.97079414,126668.1175
70,0.15214135,0.493831651,0.09690087,0.004928003,2.961095429,10.05323382,2407.378252,3767.778277,14580.91845,12272.08094,0.986822316,0.726175569,0.508310623,0.965269792,78340.5257,145647.2782,15.72026476,16.41951131,96256.10931
71,0.133649512,0.553191509,0.091523327,0.003263669,3.030230457,9.843199293,1756.785199,4243.791489,14965.97324,10529.15558,0.993828882,0.758810397,0.505835173,0.975596817,72002.81874,125505.936,16.98095524,17.55389341,93383.75545
72,0.134217493,0.467472752,0.103815841,0.007209355,3.014858114,9.641036654,1834.531063,3777.983618,15352.29022,14471.04876,0.993107613,0.768556673,0.468914699,0.934695874,65550.62337,134448.6011,15.26511821,15.69824828,159069.9449
73,0.146167733,0.485523413,0.099086352,0.00228536,2.992996086,9.542786392,1685.695449,3725.143033,16293.06955,13578.64668,0.976322148,0.77194891,0.497959548,0.943086094,86184.70755,171084.3847,16.63531621,17.14755048,165743.8451
74,0.189476617,0.561175312,0.117364194,0.010292159,2.978816574,10.01858389,1636.172236,4415.845817,14936.40174,11002.40612,0.99741004,0.765577328,0.556701145,0.95326211,61207.66601,114384.5861,13.92308351,14.43118601,104657.8584
75,0.107883435,0.536432494,0.111764479,0.006963856,2.975915805,10.0661096,1562.498274,3941.751544,11721.20803,13386.18783,0.994712801,0.767350093,0.525742783,0.934703341,50579.72851,102378.3333,16.0608542,16.4056321,150237.599
76,0.16810853,0.536774476,0.108661881,0.002732788,2.968587439,10.03418316,2093.290446,4040.131608,16274.00137,14068.02305,0.999134334,0.770149439,0.51826047,0.980829528,94637.06589,185685.9952,16.53006054,17.16225,144021.5869
77,0.159834302,0.48761324,0.105958201,0.005494624,3.033963306,10.10570929,2167.318409,3845.956012,14191.48381,12662.29436,0.999414697,0.773225133,0.504089525,0.924313019,75454.31886,146693.5675,15.52851748,15.96969174,161476.4393
78,0.184878738,0.491611151,0.119404647,0.004472077,3.000580544,10.15454621,1737.732078,4161.322754,15315.9156,14999.95594,0.993683806,0.746940219,0.459243637,0.949465238,85998.0924,185089.5849,15.00030555,15.62758573,157970.0676
79,0.141462986,0.503375153,0.109353407,0.004094397,3.010247936,9.751935227,1922.089903,4094.591086,14945.52028,11723.19844,0.993529386,0.731167808,0.486888856,0.962230583,78337.80957,143549.6092,16.05916168,16.6841251,104344.9853
80,0.160974198,0.481674358,0.098551188,0.003488475,3.020410528,10.16040513,2394.615115,4097.639443,14682.01935,12083.62335,0.986639548,0.776221091,0.467575421,0.982935974,87528.27311,162546.604,16.0182821,16.6649267,116011.6881
81,0.157834355,0.409451286,0.094486901,0.0058629,2.919752142,9.720506183,2350.81029,4387.382581,14870.47569,11501.84785,0.991907429,0.732048055,0.536701412,0.942144151,80625.97466,148240.1575,15.23135685,15.91103922,99479.08834
82,0.134930134,0.454900279,0.107274597,0.006404418,3.017889167,9.968043466,2156.056722,3618.874076,16266.96942,14166.07033,0.993662794,0.726769752,0.539272168,0.992205157,74453.47703,145508.3768,15.42447959,16.1307843,100600.9142
83,0.190704622,0.533516384,0.094317785,0.005837775,2.958577919,10.06998172,1769.547801,3864.934965,15672.62859,11735.37556,0.988239583,0.740143312,0.472509416,0.920748358,73601.71649,141784.2695,15.0388382,15.61899473,117524.4086
84,0.188754838,0.495886824,0.106336529,0.003501876,3.005278537,10.21167134,2083.941838,3168.181955,16102.50228,13065.31645,0.998555827,0.731817464,0.468032448,0.939006818,91595.82598,181242.9239,15.54399111,16.22968975,130738.3331
85,0.171666226,0.494203947,0.100553543,0.005949293,2.962388783,9.969707594,1840.824553,3830.900008,13806.60637,11073.45429,0.98199358,0.755544533,0.429355226,0.928179313,69464.63439,132445.9809,14.88615231,15.41429367,119250.9276
86,0.166947752,0.547323966,0.130783436,0.005330132,2.993648915,10.08371411,2029.476008,3588.121128,14405.47025,10844.4552,0.991298269,0.726427015,0.519049381,0.945098839,78056.56945,140582.557,15.14949404,15.73089331,107543.9732
87,0.134092265,0.509327634,0.098842662,0.005734863,3.004271433,10.03236153,2017.064761,3728.672872,13758.40437,12668.58399,0.972745577,0.766325561,0.554914222,0.941672254,65962.67518,126637.2381,15.80689725,16.26246826,133183.5452
88,0.116265856,0.490892901,0.118881543,0.004692634,2.990843925,9.791872212,1690.13073,3746.499101,16400.4668,12719.31389,0.989763376,0.752344004,0.467816385,0.948228498,72919.90006,134793.3435,16.11300377,16.56752923,136127.5624
89,0.136816678,0.440251239,0.112932022,0.003367883,3.031764298,10.35668844,1895.02846,4061.349664,14662.87345,11910.95994,0.989233473,0.759982292,0.459039228,0.978874196,82218.36336,154071.9181,16.01777768,16.63689269,116058.4922
90,0.13280972,0.514669771,0.09902843,0.003934085,3.003113753,10.28589915,1786.148727,3788.606154,16239.80874,11827.36053,0.98971304,0.807058404,0.465198258,0.934648833,74525.81287,135454.706,16.51390745,16.85183841,180299.8274
91,0.151209847,0.490305575,0.109143538,0.004204654,2.989116272,10.3053843,2073.881383,4072.365307,16117.0952,12158.03752,0.995686652,0.787641702,0.521721567,0.959961927,84783.89356,155345.6572,16.08875292,16.58059093,143465.4556
92,0.12489625,0.489565929,0.106914997,0.005337798,2.98771606,10.32357199,1748.843969,4474.257475,15203.30005,12749.59325,0.992309725,0.742131498,0.500663173,0.969172355,69078.76362,130243.7868,15.97235814,16.53767544,108195.9158
93,0.154585958,0.452346306,0.103072786,0.003247776,2.922891924,10.17635755,2187.893216,4132.285926,14772.13594,13899.26687,0.998650576,0.739891571,0.506863209,0.957226921,87923.52568,176626.1288,16.18847919,16.86539884,131038.5995
94,0.131878503,0.575571976,0.102990031,0.003282563,2.969614358,10.31259996,1789.17214,4196.328958,14276.04819,12351.50197,0.998072729,0.754518361,0.530372676,0.936124187,71626.05123,133897.9691,17.00906569,17.46035033,137988.1173
95,0.217183904,0.428051217,0.12821196,0.00263803,3.060442022,10.3943497,1848.478948,4155.634334,12956.19314,12947.68598,0.986305392,0.752791507,0.52332765,0.919443677,98271.12004,209496.2048,15.06959286,15.6625738,187569.4092
96,0.172229652,0.44377132,0.085562328,0.00604273,3.018915125,9.958940913,1665.279523,3761.273541,13748.85474,11112.50987,0.997869666,0.745955383,0.507791577,0.960051757,65406.69185,129945.4136,15.26171971,15.98308793,89467.09875
97,0.179089293,0.593503258,0.107713058,0.007311931,3.03193538,10.38787032,2081.402004,3732.204806,17095.6682,12582.61224,0.99276519,0.763968647,0.535029986,0.961614932,73822.13898,137221.9873,14.98743184,15.53121996,116589.2495
98,0.161412659,0.522369711,0.087430546,0.004287791,2.984976717,9.807947345,2162.399039,4086.288756,16059.65151,14104.33053,0.996653431,0.755465839,0.503810282,0.91957181,80869.76299,160126.7454,16.24290965,16.74723239,157155.2833
99,0.212685609,0.52298959,0.096604479,0.005788295,3.035978912,10.20173277,1848.722263,4136.86096,13738.47619,13164.97545,0.999478358,0.771618378,0.459890072,0.905416312,73519.596,156132.439,14.86571,15.32384421,180324.5454
100,0.132391404,0.48194692,0.12700808,0.006425944,2.991501864,9.614596352,2229.747501,3954.396603,14946.04982,11966.15455,0.996007213,0.768967566,0.48690622,0.956520767,75573.78318,135518.6818,15.33289034,15.78735147,131903.2469
101,0.137138047,0.534945737,0.080269602,0.002534851,3.007268623,10.07993987,1965.788971,3841.298632,16567.64084,11658.66648,0.999390807,0.717775374,0.493005838,0.928157113,78642.39963,140339.0681,17.21780685,17.82118873,102251.4439
102,0.200500774,0.42220753,0.09367829,0.003868087,2.945697439,10.08082478,1709.300699,4223.309964,13175.29442,10589.99569,0.977584033,0.72804707,0.539062422,0.975443533,80766.44035,158219.8274,15.20056226,16.14084574,82372.37857
103,0.131984306,0.572463959,0.1169337,0.004252659,3.035214499,10.02406353,2004.297174,4255.478963,13399.99809,11627.70757,0.995622159,0.755985514,0.500886885,0.9149541,71867.71615,129758.9024,16.39831618,16.774232,154000.3955
104,0.144147806,0.498616279,0.092356326,0.003898055,2.991401749,9.823971834,2478.544044,3737.264791,15055.20142,10665.28219,0.996999048,0.7615725,0.51142364,0.945605583,82225.67861,140894.5239,16.50726309,17.04110645,109898.9877
105,0.139023573,0.552735187,0.113471496,0.003782085,3.006329288,10.05398959,1630.269964,4314.84647,15792.79246,11826.6011,0.99911437,0.762547805,0.49690102,0.924195211,76842.43332,140132.3742,16.47615424,16.88623609,154334.9003
106,0.141026682,0.498880104,0.089396625,0.004488275,3.04338236,10.18738678,2150.189207,4455.795905,16497.5507,13031.12365,0.988992743,0.781461568,0.525158467,0.899545871,79459.44936,147171.9396,16.36991825,16.70660446,201114.5348
107,0.142156054,0.513619175,0.104139462,0.003336513,2.980773101,9.722288781,2276.839818,3553.097966,16802.02381,11672.12266,0.988828028,0.741117515,0.527296973,0.941639056,88671.17666,155065.4216,16.4948959,17.04908973,119803.2919
108,0.164874151,0.475442071,0.100888016,0.004728441,2.994324201,10.31767389,2285.142221,3740.530098,12280.28774,11414.5535,0.999763507,0.744810689,0.472634842,0.915559332,73895.9414,141922.2955,15.55780057,16.08731029,128470.4535
109,0.144986493,0.54261149,0.126752856,0.006045916,3.029080833,9.927580705,1999.227965,3468.16821,13541.58117,13039.09581,0.990135797,0.794980591,0.490016722,0.936594025,68742.00021,134971.3208,15.40633936,15.75240745,191376.5597
110,0.135927495,0.501513392,0.10504369,0.002876855,3.03924073,9.644910622,2026.756618,4119.155738,16018.78892,13695.62637,0.995914438,0.796909632,0.463583015,0.966463704,86307.90876,164934.5931,16.75534501,17.21823171,169861.619
111,0.196485537,0.509661688,0.112235783,0.003027734,2.959499982,9.922796399,1930.270101,3985.831947,14751.89484,13140.88328,0.983830052,0.764364669,0.540564701,0.964499726,93085.95881,188281.7464,15.80860482,16.47149107,143608.0292
112,0.143947293,0.367809031,0.099075235,0.006259817,3.026959972,9.749884535,1947.786824,4217.638548,14109.73451,13217.66519,0.979730597,0.712615801,0.51087711,0.927794565,72401.79428,148304.2062,14.7973019,15.47063416,112726.533
113,0.144924271,0.444054478,0.094696216,0.003949529,3.028212718,9.775180606,1917.753246,3773.859552,15220.41431,12039.67003,0.987079576,0.771863513,0.495691648,0.954975219,78367.05161,149029.3955,16.11664508,16.67628165,126264.7004
114,0.147152833,0.555836493,0.118620002,0.002132343,3.005858393,9.754190857,1740.796287,4163.511588,15317.38878,10565.33794,0.98030837,0.755069155,0.483956137,0.95518192,87925.26841,153324.3942,16.57417009,17.10735045,122658.5443
115,0.172091315,0.519243003,0.093014546,0.004934716,2.966567985,9.861545287,2092.729289,3827.804352,15256.03292,12226.85263,0.990395286,0.745698838,0.477367001,0.937368003,77685.21224,148162.4096,15.60671916,16.2045777,117882.7309
116,0.147905533,0.51305279,0.114931734,0.004869108,2.958701074,10.20916078,1740.696275,4031.128057,14151.43234,11629.06684,0.984923581,0.738813029,0.509510834,0.932440306,71938.1706,135594.922,15.62148143,16.14034127,122685.8313
117,0.148925669,0.482150911,0.112029486,0.005157181,2.936002917,10.18854168,1967.766027,3579.124353,14128.55497,10071.16253,0.99837061,0.743165847,0.472755387,0.916183168,73109.0546,129073.3673,15.52418597,16.00537108,116305.1621
118,0.131141812,0.458077324,0.104395597,0.006348023,2.950041344,10.20169874,1891.020275,3566.421226,15822.37531,10874.88677,0.992317121,0.76234604,0.49040024,0.932591574,68593.62735,121639.9645,15.5253958,15.97337358,118412.8738
119,0.140908725,0.469601877,0.099610651,0.002310231,3.02719038,10.04706665,1985.087592,3853.420985,13792.48587,11465.60478,0.992254382,0.782108433,0.553945726,0.965434476,81564.47912,152333.659,17.04403339,17.58762969,130187.0141
